Distance_(microns),Gray_Value
0.0000,46.194
0.6067,33.987
1.2133,46.189
1.8200,31.516
2.4266,30.577
3.0333,31.972
3.6399,31.161
4.2466,38.770
4.8532,73.200
5.4599,43.282
6.0665,95.738
6.6732,61.782
7.2799,120.726
7.8865,108.121
8.4932,79.609
9.0998,231.593
9.7065,368.921
10.3131,509.939
10.9198,835.410
11.5264,985.339
12.1331,1235.956
12.7397,815.151
13.3464,391.952
13.9531,177.017
14.5597,110.425
15.1664,56.433
15.7730,37.785
16.3797,62.557
16.9863,43.866
17.5930,35.909
18.1996,42.095
18.8063,52.791
19.4129,56.604
20.0196,62.399
20.6262,88.727
21.2329,63.720
21.8396,73.767
22.4462,88.171
23.0529,382.065
23.6595,275.782
24.2662,416.366
24.8728,303.264
25.4795,278.989
26.0861,255.732
26.6928,166.009
27.2994,78.446
27.9061,180.404
28.5128,151.063
29.1194,184.879
29.7261,169.609
30.3327,220.423
30.9394,223.827
31.5460,259.358
32.1527,348.962
32.7593,353.670
33.3660,541.594
33.9726,562.530
34.5793,573.061
35.1860,364.112
35.7926,490.425
36.3993,789.664
37.0059,1048.884
37.6126,868.118
38.2192,648.911
38.8259,348.525
39.4325,110.775
40.0392,103.753
40.6458,63.499
41.2525,32.048
41.8592,41.566
42.4658,49.842
43.0725,58.545
43.6791,40.230
44.2858,54.128
44.8924,51.721
45.4991,60.346
46.1057,46.293
46.7124,43.750
