Distance_(microns),Gray_Value
0.00000,42.875
0.60665,51.348
1.21331,39.036
1.81996,31.991
2.42662,235.214
3.03327,489.321
3.63993,575.786
4.24658,1084.000
4.85324,1235.857
5.45989,756.446
6.06654,368.179
6.67320,136.152
7.27985,87.375
7.88651,31.491
8.49316,68.000
