Distance_(microns),Gray_Value
0.0000,136.000
0.6068,113.841
1.2135,131.590
1.8203,142.967
2.4270,233.372
3.0338,666.566
3.6406,789.045
4.2473,638.375
4.8541,701.050
5.4608,593.432
6.0676,526.768
6.6743,1046.722
7.2811,807.298
7.8879,812.662
8.4946,1131.408
9.1014,1996.316
9.7081,2349.273
10.3149,1711.949
10.9217,1561.889
11.5284,1209.232
12.1352,1309.967
12.7419,1253.850
13.3487,1154.407
13.9555,882.320
14.5622,887.466
15.1690,954.062
15.7757,1083.795
16.3825,1074.222
16.9892,871.798
17.5960,872.793
18.2028,838.575
18.8095,727.861
19.4163,936.091
20.0230,833.587
20.6298,743.742
21.2366,536.832
21.8433,664.704
22.4501,651.309
23.0568,510.360
23.6636,509.949
24.2703,490.722
24.8771,615.389
25.4839,746.433
26.0906,814.284
26.6974,1023.764
27.3041,1105.975
27.9109,1078.653
28.5177,998.292
29.1244,1205.521
29.7312,977.982
30.3379,1018.323
30.9447,1020.178
31.5515,1100.239
32.1582,951.063
32.7650,1058.000
33.3717,1206.419
33.9785,1513.382
34.5852,1707.336
35.1920,1885.878
35.7988,1850.413
36.4055,1171.811
37.0123,1010.116
37.6190,730.456
38.2258,577.457
38.8326,623.042
39.4393,493.981
40.0461,511.853
40.6528,477.233
41.2596,341.193
41.8664,187.549
42.4731,121.503
43.0799,69.349
43.6866,38.988
44.2934,51.524
44.9001,94.646
45.5069,92.922
46.1137,68.224
46.7204,69.211
47.3272,82.722
47.9339,81.168
48.5407,118.224
49.1475,73.000
