Distance_(microns),Gray_Value
0.0000,27.000
0.6067,71.692
1.2133,223.000
1.8200,187.521
2.4266,213.547
3.0333,180.900
3.6399,422.581
4.2466,558.979
4.8532,673.862
5.4599,770.726
6.0665,669.587
6.6732,807.723
7.2799,797.605
7.8865,806.514
8.4932,821.380
9.0998,1256.908
9.7065,1808.155
10.3131,2155.990
10.9198,1618.833
11.5264,1798.503
12.1331,1499.429
12.7397,1526.342
13.3464,1042.816
13.9531,981.829
14.5597,1127.763
15.1664,1395.459
15.7730,1103.112
16.3797,1026.653
16.9863,1229.344
17.5930,1028.982
18.1996,625.697
18.8063,468.384
19.4129,824.285
20.0196,713.631
20.6262,619.625
21.2329,560.135
21.8396,668.839
22.4462,584.968
23.0529,406.441
23.6595,564.058
24.2662,601.079
24.8728,329.000
25.4795,758.589
26.0861,619.250
26.6928,678.039
27.2994,850.350
27.9061,983.015
28.5128,847.006
29.1194,793.902
29.7261,862.416
30.3327,1666.105
30.9394,897.849
31.5460,1160.889
32.1527,1297.609
32.7593,666.325
33.3660,1040.343
33.9726,1387.313
34.5793,1550.698
35.1860,1682.094
35.7926,1383.111
36.3993,1750.106
37.0059,1756.243
37.6126,873.468
38.2192,823.919
38.8259,609.807
39.4325,925.932
40.0392,918.874
40.6458,587.568
41.2525,445.424
41.8592,332.612
42.4658,193.474
43.0725,24.463
43.6791,25.981
44.2858,62.002
44.8924,72.328
45.4991,61.963
46.1057,28.317
46.7124,36.772
47.3190,56.840
47.9257,81.951
48.5324,42.791
49.1390,39.126
49.7457,212.000
