TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	124/03/07
TIME	12:27:43
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	650.0000
LASTX	400.0000
NPOINTS	251
FIRSTY	0.07882
MAXY	0.58840
MINY	0.07852
650.0000	0.07882
649.0000	0.07852
648.0000	0.07881
647.0000	0.07881
646.0000	0.07897
645.0000	0.07898
644.0000	0.07907
643.0000	0.07903
642.0000	0.07906
641.0000	0.07919
640.0000	0.07939
639.0000	0.07938
638.0000	0.0795
637.0000	0.07964
636.0000	0.07939
635.0000	0.07984
634.0000	0.07971
633.0000	0.07957
632.0000	0.07968
631.0000	0.07977
630.0000	0.08005
629.0000	0.08019
628.0000	0.08024
627.0000	0.0804
626.0000	0.08032
625.0000	0.08054
624.0000	0.08031
623.0000	0.08051
622.0000	0.08055
621.0000	0.08061
620.0000	0.08068
619.0000	0.08084
618.0000	0.08083
617.0000	0.08125
616.0000	0.08108
615.0000	0.08125
614.0000	0.08164
613.0000	0.08158
612.0000	0.08178
611.0000	0.0818
610.0000	0.08196
609.0000	0.08183
608.0000	0.0819
607.0000	0.08188
606.0000	0.08191
605.0000	0.08212
604.0000	0.08206
603.0000	0.08199
602.0000	0.08228
601.0000	0.08248
600.0000	0.08225
599.0000	0.08206
598.0000	0.0819
597.0000	0.08178
596.0000	0.08186
595.0000	0.08192
594.0000	0.08205
593.0000	0.08197
592.0000	0.08217
591.0000	0.08237
590.0000	0.08236
589.0000	0.08267
588.0000	0.08274
587.0000	0.08283
586.0000	0.08315
585.0000	0.08329
584.0000	0.08329
583.0000	0.08343
582.0000	0.08387
581.0000	0.08392
580.0000	0.08423
579.0000	0.0844
578.0000	0.08473
577.0000	0.0851
576.0000	0.08518
575.0000	0.08538
574.0000	0.08559
573.0000	0.08612
572.0000	0.08635
571.0000	0.08691
570.0000	0.08743
569.0000	0.08818
568.0000	0.089
567.0000	0.09011
566.0000	0.09107
565.0000	0.09262
564.0000	0.09391
563.0000	0.09537
562.0000	0.09775
561.0000	0.10009
560.0000	0.10255
559.0000	0.10579
558.0000	0.10966
557.0000	0.11395
556.0000	0.11891
555.0000	0.12468
554.0000	0.13114
553.0000	0.1388
552.0000	0.14727
551.0000	0.15632
550.0000	0.16704
549.0000	0.17925
548.0000	0.19268
547.0000	0.20762
546.0000	0.22421
545.0000	0.24227
544.0000	0.26207
543.0000	0.2831
542.0000	0.30542
541.0000	0.32934
540.0000	0.35392
539.0000	0.37887
538.0000	0.40421
537.0000	0.42944
536.0000	0.45429
535.0000	0.47846
534.0000	0.50118
533.0000	0.52155
532.0000	0.53974
531.0000	0.55593
530.0000	0.56882
529.0000	0.57858
528.0000	0.58486
527.0000	0.5884
526.0000	0.58833
525.0000	0.58522
524.0000	0.57953
523.0000	0.5709
522.0000	0.56057
521.0000	0.54844
520.0000	0.5392
519.0000	0.51984
518.0000	0.50434
517.0000	0.48789
516.0000	0.47142
515.0000	0.45506
514.0000	0.4391
513.0000	0.42292
512.0000	0.40802
511.0000	0.39359
510.0000	0.38013
509.0000	0.36786
508.0000	0.35621
507.0000	0.34575
506.0000	0.33672
505.0000	0.32827
504.0000	0.32065
503.0000	0.31393
502.0000	0.30804
501.0000	0.30302
500.0000	0.29822
499.0000	0.29401
498.0000	0.29012
497.0000	0.28618
496.0000	0.28288
495.0000	0.27921
494.0000	0.27573
493.0000	0.27159
492.0000	0.26717
491.0000	0.26266
490.0000	0.25826
489.0000	0.25294
488.0000	0.24741
487.0000	0.2417
486.0000	0.23586
485.0000	0.22967
484.0000	0.22346
483.0000	0.21739
482.0000	0.21112
481.0000	0.20452
480.0000	0.19868
479.0000	0.19293
478.0000	0.18721
477.0000	0.18163
476.0000	0.17679
475.0000	0.17193
474.0000	0.16763
473.0000	0.16338
472.0000	0.15959
471.0000	0.15605
470.0000	0.15305
469.0000	0.14982
468.0000	0.14695
467.0000	0.1442
466.0000	0.14234
465.0000	0.14003
464.0000	0.13815
463.0000	0.13634
462.0000	0.13486
461.0000	0.13308
460.0000	0.13151
459.0000	0.13064
458.0000	0.12905
457.0000	0.1278
456.0000	0.12676
455.0000	0.12574
454.0000	0.12458
453.0000	0.12331
452.0000	0.1224
451.0000	0.12171
450.0000	0.12059
449.0000	0.11979
448.0000	0.11877
447.0000	0.11799
446.0000	0.1174
445.0000	0.11676
444.0000	0.11598
443.0000	0.11566
442.0000	0.11595
441.0000	0.11605
440.0000	0.11327
439.0000	0.11392
438.0000	0.11372
437.0000	0.11305
436.0000	0.11337
435.0000	0.11255
434.0000	0.11243
433.0000	0.11201
432.0000	0.11113
431.0000	0.11092
430.0000	0.11042
429.0000	0.11022
428.0000	0.11055
427.0000	0.11075
426.0000	0.11092
425.0000	0.11078
424.0000	0.11136
423.0000	0.11175
422.0000	0.11111
421.0000	0.11116
420.0000	0.11242
419.0000	0.11171
418.0000	0.11208
417.0000	0.11253
416.0000	0.11257
415.0000	0.11262
414.0000	0.11283
413.0000	0.11329
412.0000	0.11314
411.0000	0.11325
410.0000	0.1134
409.0000	0.11378
408.0000	0.11374
407.0000	0.11383
406.0000	0.11436
405.0000	0.11452
404.0000	0.11451
403.0000	0.11435
402.0000	0.11468
401.0000	0.11471
400.0000	0.11501
