TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	124/03/07
TIME	12:14:32
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	650.0000
LASTX	400.0000
NPOINTS	251
FIRSTY	0.08087
MAXY	0.59637
MINY	0.08061
650.0000	0.08087
649.0000	0.08061
648.0000	0.0809
647.0000	0.08079
646.0000	0.08089
645.0000	0.08104
644.0000	0.081
643.0000	0.08111
642.0000	0.08121
641.0000	0.08124
640.0000	0.08129
639.0000	0.08125
638.0000	0.08137
637.0000	0.08155
636.0000	0.08134
635.0000	0.08156
634.0000	0.08152
633.0000	0.08167
632.0000	0.08149
631.0000	0.08185
630.0000	0.08189
629.0000	0.08205
628.0000	0.08187
627.0000	0.08182
626.0000	0.08219
625.0000	0.08216
624.0000	0.08228
623.0000	0.08215
622.0000	0.0823
621.0000	0.08238
620.0000	0.08255
619.0000	0.08243
618.0000	0.08282
617.0000	0.0831
616.0000	0.08287
615.0000	0.08306
614.0000	0.0833
613.0000	0.08356
612.0000	0.08358
611.0000	0.0834
610.0000	0.08356
609.0000	0.08357
608.0000	0.08359
607.0000	0.08372
606.0000	0.08364
605.0000	0.08347
604.0000	0.08385
603.0000	0.08369
602.0000	0.08391
601.0000	0.08372
600.0000	0.08351
599.0000	0.08346
598.0000	0.08332
597.0000	0.08317
596.0000	0.08317
595.0000	0.08325
594.0000	0.08349
593.0000	0.0835
592.0000	0.08343
591.0000	0.08379
590.0000	0.0841
589.0000	0.08401
588.0000	0.08413
587.0000	0.08425
586.0000	0.0846
585.0000	0.08469
584.0000	0.08477
583.0000	0.08478
582.0000	0.08535
581.0000	0.08558
580.0000	0.08559
579.0000	0.08583
578.0000	0.08607
577.0000	0.08639
576.0000	0.08651
575.0000	0.08674
574.0000	0.08707
573.0000	0.08767
572.0000	0.08792
571.0000	0.08849
570.0000	0.08918
569.0000	0.08964
568.0000	0.09045
567.0000	0.09143
566.0000	0.09262
565.0000	0.09387
564.0000	0.09521
563.0000	0.0972
562.0000	0.09893
561.0000	0.10148
560.0000	0.10425
559.0000	0.1074
558.0000	0.11126
557.0000	0.1157
556.0000	0.12042
555.0000	0.12632
554.0000	0.13297
553.0000	0.14029
552.0000	0.14885
551.0000	0.15845
550.0000	0.16948
549.0000	0.18156
548.0000	0.19508
547.0000	0.2104
546.0000	0.22708
545.0000	0.24523
544.0000	0.26513
543.0000	0.28674
542.0000	0.30929
541.0000	0.33289
540.0000	0.35801
539.0000	0.38328
538.0000	0.40922
537.0000	0.4352
536.0000	0.46046
535.0000	0.48489
534.0000	0.50776
533.0000	0.52847
532.0000	0.54747
531.0000	0.56355
530.0000	0.57637
529.0000	0.5864
528.0000	0.59307
527.0000	0.59637
526.0000	0.59636
525.0000	0.59316
524.0000	0.58758
523.0000	0.57915
522.0000	0.56839
521.0000	0.55569
520.0000	0.54638
519.0000	0.52705
518.0000	0.51089
517.0000	0.49463
516.0000	0.47785
515.0000	0.46152
514.0000	0.44504
513.0000	0.42918
512.0000	0.41388
511.0000	0.39922
510.0000	0.38589
509.0000	0.37292
508.0000	0.36107
507.0000	0.35054
506.0000	0.34114
505.0000	0.33281
504.0000	0.32537
503.0000	0.31829
502.0000	0.31256
501.0000	0.30751
500.0000	0.30268
499.0000	0.29813
498.0000	0.29417
497.0000	0.29047
496.0000	0.2866
495.0000	0.28301
494.0000	0.2793
493.0000	0.27533
492.0000	0.2709
491.0000	0.26634
490.0000	0.26156
489.0000	0.25611
488.0000	0.25056
487.0000	0.24487
486.0000	0.2389
485.0000	0.2327
484.0000	0.22618
483.0000	0.21986
482.0000	0.2136
481.0000	0.20714
480.0000	0.20092
479.0000	0.19513
478.0000	0.1893
477.0000	0.1839
476.0000	0.17882
475.0000	0.17386
474.0000	0.16959
473.0000	0.16516
472.0000	0.16134
471.0000	0.15793
470.0000	0.15452
469.0000	0.1513
468.0000	0.14854
467.0000	0.146
466.0000	0.14362
465.0000	0.14156
464.0000	0.13948
463.0000	0.13774
462.0000	0.13618
461.0000	0.13451
460.0000	0.13286
459.0000	0.13169
458.0000	0.1303
457.0000	0.12904
456.0000	0.12801
455.0000	0.12664
454.0000	0.12599
453.0000	0.12471
452.0000	0.12344
451.0000	0.12258
450.0000	0.12197
449.0000	0.12092
448.0000	0.11993
447.0000	0.11918
446.0000	0.11847
445.0000	0.11774
444.0000	0.11707
443.0000	0.11653
442.0000	0.11619
441.0000	0.11577
440.0000	0.11521
439.0000	0.11493
438.0000	0.11461
437.0000	0.11431
436.0000	0.11413
435.0000	0.11362
434.0000	0.11347
433.0000	0.11286
432.0000	0.11218
431.0000	0.11229
430.0000	0.1121
429.0000	0.11193
428.0000	0.11209
427.0000	0.11212
426.0000	0.11246
425.0000	0.11285
424.0000	0.11248
423.0000	0.11214
422.0000	0.11196
421.0000	0.1121
420.0000	0.1131
419.0000	0.11312
418.0000	0.11326
417.0000	0.11344
416.0000	0.11413
415.0000	0.11431
414.0000	0.11429
413.0000	0.11434
412.0000	0.11452
411.0000	0.11464
410.0000	0.11464
409.0000	0.11482
408.0000	0.11523
407.0000	0.11545
406.0000	0.11549
405.0000	0.11548
404.0000	0.11596
403.0000	0.11582
402.0000	0.11612
401.0000	0.11616
400.0000	0.11631
