TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	124/03/07
TIME	11:21:02
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	650.0000
LASTX	400.0000
NPOINTS	251
FIRSTY	0.07281
MAXY	0.64617
MINY	0.07281
650.0000	0.07281
649.0000	0.07283
648.0000	0.07288
647.0000	0.07298
646.0000	0.07299
645.0000	0.07304
644.0000	0.07301
643.0000	0.07327
642.0000	0.07339
641.0000	0.07315
640.0000	0.07323
639.0000	0.07346
638.0000	0.07353
637.0000	0.07387
636.0000	0.07343
635.0000	0.07343
634.0000	0.07369
633.0000	0.07377
632.0000	0.07378
631.0000	0.07379
630.0000	0.07391
629.0000	0.07378
628.0000	0.07385
627.0000	0.07382
626.0000	0.07415
625.0000	0.07454
624.0000	0.07416
623.0000	0.07443
622.0000	0.07443
621.0000	0.07446
620.0000	0.07461
619.0000	0.07449
618.0000	0.07495
617.0000	0.07484
616.0000	0.07468
615.0000	0.07475
614.0000	0.07535
613.0000	0.07529
612.0000	0.07553
611.0000	0.07547
610.0000	0.07552
609.0000	0.07545
608.0000	0.07549
607.0000	0.07537
606.0000	0.07534
605.0000	0.07561
604.0000	0.07581
603.0000	0.07546
602.0000	0.0756
601.0000	0.07552
600.0000	0.07545
599.0000	0.07534
598.0000	0.07541
597.0000	0.07522
596.0000	0.07529
595.0000	0.0752
594.0000	0.07517
593.0000	0.07529
592.0000	0.07539
591.0000	0.07562
590.0000	0.07564
589.0000	0.07558
588.0000	0.07578
587.0000	0.07621
586.0000	0.07638
585.0000	0.07647
584.0000	0.07652
583.0000	0.07664
582.0000	0.07717
581.0000	0.07727
580.0000	0.0773
579.0000	0.07745
578.0000	0.07802
577.0000	0.07815
576.0000	0.07816
575.0000	0.07858
574.0000	0.07904
573.0000	0.07947
572.0000	0.08001
571.0000	0.0805
570.0000	0.08115
569.0000	0.08176
568.0000	0.08263
567.0000	0.0836
566.0000	0.08485
565.0000	0.08648
564.0000	0.08822
563.0000	0.08988
562.0000	0.09203
561.0000	0.09504
560.0000	0.09812
559.0000	0.10149
558.0000	0.10569
557.0000	0.11062
556.0000	0.11633
555.0000	0.12295
554.0000	0.12973
553.0000	0.13846
552.0000	0.14793
551.0000	0.15874
550.0000	0.17065
549.0000	0.18445
548.0000	0.19948
547.0000	0.21673
546.0000	0.23543
545.0000	0.25555
544.0000	0.27794
543.0000	0.30198
542.0000	0.32699
541.0000	0.3539
540.0000	0.38145
539.0000	0.40965
538.0000	0.43851
537.0000	0.4667
536.0000	0.49495
535.0000	0.52234
534.0000	0.5478
533.0000	0.57111
532.0000	0.59172
531.0000	0.6092
530.0000	0.62415
529.0000	0.63518
528.0000	0.64203
527.0000	0.64558
526.0000	0.64617
525.0000	0.64225
524.0000	0.63563
523.0000	0.62601
522.0000	0.61425
521.0000	0.60053
520.0000	0.59002
519.0000	0.56809
518.0000	0.55034
517.0000	0.5319
516.0000	0.51352
515.0000	0.49483
514.0000	0.47649
513.0000	0.45867
512.0000	0.44187
511.0000	0.42556
510.0000	0.41079
509.0000	0.39678
508.0000	0.3833
507.0000	0.37215
506.0000	0.36163
505.0000	0.35236
504.0000	0.34382
503.0000	0.33637
502.0000	0.32983
501.0000	0.32396
500.0000	0.31847
499.0000	0.31406
498.0000	0.30974
497.0000	0.30529
496.0000	0.30132
495.0000	0.29685
494.0000	0.29259
493.0000	0.28794
492.0000	0.283
491.0000	0.27802
490.0000	0.27252
489.0000	0.26668
488.0000	0.26023
487.0000	0.25347
486.0000	0.2465
485.0000	0.2399
484.0000	0.23279
483.0000	0.22576
482.0000	0.21858
481.0000	0.21153
480.0000	0.20435
479.0000	0.19748
478.0000	0.19127
477.0000	0.18523
476.0000	0.17914
475.0000	0.17421
474.0000	0.16885
473.0000	0.16405
472.0000	0.15967
471.0000	0.15586
470.0000	0.15245
469.0000	0.14876
468.0000	0.14542
467.0000	0.14271
466.0000	0.14019
465.0000	0.13771
464.0000	0.13556
463.0000	0.13353
462.0000	0.13168
461.0000	0.1301
460.0000	0.12813
459.0000	0.12659
458.0000	0.12539
457.0000	0.124
456.0000	0.12283
455.0000	0.12089
454.0000	0.11979
453.0000	0.1185
452.0000	0.11713
451.0000	0.11631
450.0000	0.11483
449.0000	0.11364
448.0000	0.11276
447.0000	0.112
446.0000	0.11086
445.0000	0.11004
444.0000	0.10971
443.0000	0.1088
442.0000	0.10821
441.0000	0.10759
440.0000	0.10719
439.0000	0.10645
438.0000	0.10623
437.0000	0.10568
436.0000	0.10542
435.0000	0.1048
434.0000	0.10461
433.0000	0.10381
432.0000	0.10365
431.0000	0.1032
430.0000	0.10325
429.0000	0.10318
428.0000	0.10303
427.0000	0.10308
426.0000	0.1032
425.0000	0.10338
424.0000	0.10338
423.0000	0.1031
422.0000	0.10286
421.0000	0.10276
420.0000	0.10337
419.0000	0.10327
418.0000	0.10358
417.0000	0.104
416.0000	0.10396
415.0000	0.10476
414.0000	0.10492
413.0000	0.10457
412.0000	0.10497
411.0000	0.10485
410.0000	0.10481
409.0000	0.10528
408.0000	0.10514
407.0000	0.10539
406.0000	0.10538
405.0000	0.1057
404.0000	0.10547
403.0000	0.10575
402.0000	0.10597
401.0000	0.10563
400.0000	0.10627
