Wavelength,0,5,10,15,20,25,30,35,40,50,60,70,80,90
649.0,0.08592,0.08071,0.0837,0.07775,0.08537,0.0897,0.08942,0.08048,0.07283,0.08191,0.07893,0.07445,0.08061,0.07852
648.0,0.08587,0.08033,0.08354,0.07783,0.0854,0.08975,0.08943,0.08036,0.07288,0.08241,0.07906,0.07451,0.0809,0.07881
647.0,0.08587,0.08049,0.08375,0.07798,0.0854,0.0896,0.08971,0.08048,0.07298,0.08241,0.07912,0.07464,0.08079,0.07881
646.0,0.0862,0.0807,0.08379,0.07805,0.08569,0.08982,0.09001,0.08043,0.07299,0.08258,0.07933,0.07444,0.08089,0.07897
645.0,0.08621,0.08071,0.08393,0.07816,0.08567,0.0899,0.08966,0.08065,0.07304,0.08269,0.0793,0.07451,0.08104,0.07898
644.0,0.08637,0.08075,0.08406,0.07842,0.08575,0.09,0.09,0.08077,0.07301,0.0825,0.07928,0.07457,0.081,0.07907
643.0,0.08615,0.081,0.08417,0.07851,0.08587,0.09024,0.0901,0.0809,0.07327,0.08256,0.0794,0.07474,0.08111,0.07903
642.0,0.08646,0.08102,0.08406,0.07848,0.08602,0.0902,0.09014,0.08107,0.07339,0.08245,0.07944,0.07479,0.08121,0.07906
641.0,0.08658,0.08105,0.08402,0.07827,0.08618,0.09025,0.08998,0.08086,0.07315,0.08244,0.07945,0.07469,0.08124,0.07919
640.0,0.08649,0.08119,0.08397,0.07818,0.08587,0.09043,0.0902,0.08117,0.07323,0.08287,0.07954,0.07488,0.08129,0.07939
639.0,0.08639,0.08083,0.08416,0.07834,0.08592,0.09022,0.09043,0.08117,0.07346,0.08281,0.07972,0.07476,0.08125,0.07938
638.0,0.0867,0.08121,0.08402,0.07834,0.08602,0.09034,0.09041,0.08092,0.07353,0.08281,0.07996,0.07479,0.08137,0.0795
637.0,0.08689,0.08134,0.08447,0.07858,0.08613,0.09055,0.09056,0.08118,0.07387,0.08321,0.07996,0.07501,0.08155,0.07964
636.0,0.08655,0.08141,0.08437,0.07841,0.08632,0.09057,0.09065,0.08135,0.07343,0.08285,0.07975,0.07528,0.08134,0.07939
635.0,0.08696,0.08122,0.0843,0.07859,0.08627,0.0908,0.09062,0.08122,0.07343,0.08307,0.0801,0.0751,0.08156,0.07984
634.0,0.08694,0.08132,0.08453,0.0787,0.08653,0.09088,0.09081,0.08143,0.07369,0.08321,0.07995,0.07523,0.08152,0.07971
633.0,0.08706,0.08134,0.08481,0.07876,0.08646,0.09093,0.09058,0.0813,0.07377,0.08329,0.08018,0.075,0.08167,0.07957
632.0,0.08713,0.08152,0.08464,0.07882,0.08648,0.09106,0.09086,0.0814,0.07378,0.08326,0.08006,0.07527,0.08149,0.07968
631.0,0.08715,0.08144,0.08465,0.07855,0.08662,0.09118,0.09102,0.08155,0.07379,0.08314,0.08003,0.07549,0.08185,0.07977
630.0,0.08736,0.08165,0.08469,0.07887,0.0865,0.09125,0.09114,0.08157,0.07391,0.08333,0.0799,0.0754,0.08189,0.08005
629.0,0.08736,0.08155,0.08497,0.07904,0.08696,0.0914,0.09107,0.08174,0.07378,0.08339,0.08014,0.0757,0.08205,0.08019
628.0,0.08748,0.08183,0.08487,0.07925,0.087,0.09148,0.09126,0.08173,0.07385,0.08343,0.08028,0.07532,0.08187,0.08024
627.0,0.0878,0.08193,0.08498,0.07908,0.08716,0.09134,0.09153,0.08179,0.07382,0.08358,0.08041,0.0755,0.08182,0.0804
626.0,0.08766,0.08192,0.08505,0.07908,0.08715,0.09162,0.09168,0.08192,0.07415,0.08361,0.0806,0.07552,0.08219,0.08032
625.0,0.08772,0.08173,0.08489,0.07908,0.08704,0.09169,0.09152,0.08203,0.07454,0.08361,0.08077,0.07561,0.08216,0.08054
624.0,0.08782,0.08184,0.08522,0.07914,0.08736,0.09179,0.09148,0.0822,0.07416,0.08395,0.08067,0.07569,0.08228,0.08031
623.0,0.08787,0.08229,0.08519,0.07928,0.08724,0.09207,0.09165,0.08247,0.07443,0.08381,0.08061,0.07594,0.08215,0.08051
622.0,0.08793,0.0823,0.08544,0.07952,0.08725,0.09214,0.09193,0.08224,0.07443,0.08393,0.08055,0.07595,0.0823,0.08055
621.0,0.08793,0.08216,0.08549,0.07951,0.0875,0.09205,0.09182,0.08232,0.07446,0.08378,0.08076,0.07583,0.08238,0.08061
620.0,0.08811,0.08208,0.08549,0.07956,0.08766,0.09233,0.09206,0.08265,0.07461,0.08413,0.08095,0.07608,0.08255,0.08068
619.0,0.08826,0.08223,0.08561,0.07973,0.08769,0.09237,0.09218,0.08284,0.07449,0.08433,0.08117,0.0762,0.08243,0.08084
618.0,0.08847,0.0824,0.08573,0.0798,0.088,0.09252,0.09217,0.08281,0.07495,0.08443,0.08094,0.07608,0.08282,0.08083
617.0,0.08855,0.08258,0.08587,0.07975,0.08779,0.09273,0.09248,0.08302,0.07484,0.08431,0.08108,0.07642,0.0831,0.08125
616.0,0.08859,0.08276,0.08602,0.07991,0.08788,0.09285,0.09229,0.08304,0.07468,0.08449,0.0813,0.07652,0.08287,0.08108
615.0,0.08882,0.08287,0.08609,0.0801,0.08832,0.09304,0.09264,0.0835,0.07475,0.08472,0.08149,0.07653,0.08306,0.08125
614.0,0.08897,0.08312,0.08637,0.08046,0.08855,0.09311,0.09287,0.08345,0.07535,0.08508,0.08154,0.07688,0.0833,0.08164
