TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	124/03/07
TIME	10:10:27
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	650.0000
LASTX	400.0000
NPOINTS	251
FIRSTY	0.08598
MAXY	0.81197
MINY	0.08587
650.0000	0.08598
649.0000	0.08592
648.0000	0.08587
647.0000	0.08587
646.0000	0.0862
645.0000	0.08621
644.0000	0.08637
643.0000	0.08615
642.0000	0.08646
641.0000	0.08658
640.0000	0.08649
639.0000	0.08639
638.0000	0.0867
637.0000	0.08689
636.0000	0.08655
635.0000	0.08696
634.0000	0.08694
633.0000	0.08706
632.0000	0.08713
631.0000	0.08715
630.0000	0.08736
629.0000	0.08736
628.0000	0.08748
627.0000	0.0878
626.0000	0.08766
625.0000	0.08772
624.0000	0.08782
623.0000	0.08787
622.0000	0.08793
621.0000	0.08793
620.0000	0.08811
619.0000	0.08826
618.0000	0.08847
617.0000	0.08855
616.0000	0.08859
615.0000	0.08882
614.0000	0.08897
613.0000	0.08894
612.0000	0.08926
611.0000	0.08937
610.0000	0.08936
609.0000	0.08913
608.0000	0.08944
607.0000	0.08968
606.0000	0.08951
605.0000	0.08975
604.0000	0.08958
603.0000	0.08958
602.0000	0.08951
601.0000	0.08946
600.0000	0.08953
599.0000	0.08958
598.0000	0.08956
597.0000	0.08946
596.0000	0.08963
595.0000	0.08947
594.0000	0.08942
593.0000	0.08931
592.0000	0.08975
591.0000	0.08973
590.0000	0.0901
589.0000	0.09026
588.0000	0.09041
587.0000	0.09074
586.0000	0.091
585.0000	0.0912
584.0000	0.09126
583.0000	0.09129
582.0000	0.09175
581.0000	0.09198
580.0000	0.09207
579.0000	0.09244
578.0000	0.09253
577.0000	0.09299
576.0000	0.09337
575.0000	0.09385
574.0000	0.09413
573.0000	0.09439
572.0000	0.09526
571.0000	0.09587
570.0000	0.09652
569.0000	0.09731
568.0000	0.09846
567.0000	0.09986
566.0000	0.10127
565.0000	0.10314
564.0000	0.10494
563.0000	0.10734
562.0000	0.10989
561.0000	0.11337
560.0000	0.11677
559.0000	0.12113
558.0000	0.12631
557.0000	0.13197
556.0000	0.13911
555.0000	0.14709
554.0000	0.15609
553.0000	0.1664
552.0000	0.17827
551.0000	0.19156
550.0000	0.20674
549.0000	0.22359
548.0000	0.24253
547.0000	0.26357
546.0000	0.28727
545.0000	0.31273
544.0000	0.34055
543.0000	0.37059
542.0000	0.40266
541.0000	0.4364
540.0000	0.47119
539.0000	0.50702
538.0000	0.54312
537.0000	0.57983
536.0000	0.61635
535.0000	0.65097
534.0000	0.68327
533.0000	0.71358
532.0000	0.74028
531.0000	0.76338
530.0000	0.78207
529.0000	0.79686
528.0000	0.80638
527.0000	0.81136
526.0000	0.81197
525.0000	0.80766
524.0000	0.79965
523.0000	0.78837
522.0000	0.77332
521.0000	0.75583
520.0000	0.74228
519.0000	0.71454
518.0000	0.69215
517.0000	0.66888
516.0000	0.64528
515.0000	0.62203
514.0000	0.5991
513.0000	0.5769
512.0000	0.55535
511.0000	0.53491
510.0000	0.51606
509.0000	0.49858
508.0000	0.48219
507.0000	0.46809
506.0000	0.45488
505.0000	0.44327
504.0000	0.43285
503.0000	0.42367
502.0000	0.41545
501.0000	0.40862
500.0000	0.40192
499.0000	0.39596
498.0000	0.39045
497.0000	0.38523
496.0000	0.37986
495.0000	0.37456
494.0000	0.36907
493.0000	0.3629
492.0000	0.3566
491.0000	0.34999
490.0000	0.34297
489.0000	0.33524
488.0000	0.32702
487.0000	0.31829
486.0000	0.30958
485.0000	0.30049
484.0000	0.29119
483.0000	0.28178
482.0000	0.27228
481.0000	0.26292
480.0000	0.25436
479.0000	0.2457
478.0000	0.23734
477.0000	0.22944
476.0000	0.22188
475.0000	0.21525
474.0000	0.2088
473.0000	0.20283
472.0000	0.19708
471.0000	0.19168
470.0000	0.1869
469.0000	0.1828
468.0000	0.17892
467.0000	0.1752
466.0000	0.17195
465.0000	0.16888
464.0000	0.16632
463.0000	0.16357
462.0000	0.16124
461.0000	0.15884
460.0000	0.157
459.0000	0.15461
458.0000	0.15243
457.0000	0.15055
456.0000	0.149
455.0000	0.14748
454.0000	0.14572
453.0000	0.14417
452.0000	0.14233
451.0000	0.14063
450.0000	0.13955
449.0000	0.13845
448.0000	0.13658
447.0000	0.1353
446.0000	0.13429
445.0000	0.13321
444.0000	0.13226
443.0000	0.13124
442.0000	0.13067
441.0000	0.12975
440.0000	0.12909
439.0000	0.12852
438.0000	0.1277
437.0000	0.12722
436.0000	0.1267
435.0000	0.12606
434.0000	0.12571
433.0000	0.12475
432.0000	0.12449
431.0000	0.12402
430.0000	0.12384
429.0000	0.12343
428.0000	0.12355
427.0000	0.12349
426.0000	0.12388
425.0000	0.12413
424.0000	0.12396
423.0000	0.1238
422.0000	0.1236
421.0000	0.12353
420.0000	0.12435
419.0000	0.12448
418.0000	0.12451
417.0000	0.12494
416.0000	0.12522
415.0000	0.12539
414.0000	0.12559
413.0000	0.12548
412.0000	0.12564
411.0000	0.1258
410.0000	0.12579
409.0000	0.12601
408.0000	0.1263
407.0000	0.12633
406.0000	0.12686
405.0000	0.1267
404.0000	0.12641
403.0000	0.1269
402.0000	0.1271
401.0000	0.12713
400.0000	0.12738
