TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	124/03/07
TIME	11:47:49
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	650.0000
LASTX	400.0000
NPOINTS	251
FIRSTY	0.07903
MAXY	0.61940
MINY	0.07893
650.0000	0.07903
649.0000	0.07893
648.0000	0.07906
647.0000	0.07912
646.0000	0.07933
645.0000	0.0793
644.0000	0.07928
643.0000	0.0794
642.0000	0.07944
641.0000	0.07945
640.0000	0.07954
639.0000	0.07972
638.0000	0.07996
637.0000	0.07996
636.0000	0.07975
635.0000	0.0801
634.0000	0.07995
633.0000	0.08018
632.0000	0.08006
631.0000	0.08003
630.0000	0.0799
629.0000	0.08014
628.0000	0.08028
627.0000	0.08041
626.0000	0.0806
625.0000	0.08077
624.0000	0.08067
623.0000	0.08061
622.0000	0.08055
621.0000	0.08076
620.0000	0.08095
619.0000	0.08117
618.0000	0.08094
617.0000	0.08108
616.0000	0.0813
615.0000	0.08149
614.0000	0.08154
613.0000	0.08155
612.0000	0.08154
611.0000	0.08177
610.0000	0.08163
609.0000	0.08174
608.0000	0.08195
607.0000	0.08172
606.0000	0.08215
605.0000	0.08206
604.0000	0.08205
603.0000	0.08214
602.0000	0.08229
601.0000	0.08197
600.0000	0.08189
599.0000	0.08192
598.0000	0.08177
597.0000	0.08148
596.0000	0.08146
595.0000	0.08133
594.0000	0.08165
593.0000	0.08165
592.0000	0.08186
591.0000	0.08204
590.0000	0.08201
589.0000	0.08246
588.0000	0.08237
587.0000	0.08231
586.0000	0.08252
585.0000	0.08301
584.0000	0.08314
583.0000	0.08319
582.0000	0.08334
581.0000	0.0836
580.0000	0.0836
579.0000	0.08395
578.0000	0.08425
577.0000	0.08431
576.0000	0.08486
575.0000	0.08478
574.0000	0.0849
573.0000	0.08531
572.0000	0.08605
571.0000	0.08679
570.0000	0.08715
569.0000	0.08768
568.0000	0.08853
567.0000	0.08963
566.0000	0.09083
565.0000	0.09235
564.0000	0.09402
563.0000	0.09563
562.0000	0.09745
561.0000	0.09982
560.0000	0.10282
559.0000	0.10648
558.0000	0.1102
557.0000	0.11481
556.0000	0.11999
555.0000	0.12612
554.0000	0.13304
553.0000	0.14092
552.0000	0.14972
551.0000	0.16005
550.0000	0.17141
549.0000	0.18413
548.0000	0.19848
547.0000	0.21421
546.0000	0.23198
545.0000	0.25154
544.0000	0.27226
543.0000	0.29446
542.0000	0.3184
541.0000	0.3433
540.0000	0.36943
539.0000	0.39578
538.0000	0.42287
537.0000	0.45009
536.0000	0.47702
535.0000	0.50227
534.0000	0.52617
533.0000	0.54858
532.0000	0.56826
531.0000	0.58503
530.0000	0.59852
529.0000	0.60906
528.0000	0.61588
527.0000	0.6194
526.0000	0.6192
525.0000	0.61613
524.0000	0.60977
523.0000	0.6012
522.0000	0.58983
521.0000	0.57666
520.0000	0.56683
519.0000	0.54622
518.0000	0.52937
517.0000	0.5123
516.0000	0.49484
515.0000	0.47693
514.0000	0.4598
513.0000	0.44311
512.0000	0.42735
511.0000	0.41214
510.0000	0.39774
509.0000	0.38467
508.0000	0.37251
507.0000	0.36146
506.0000	0.35149
505.0000	0.34221
504.0000	0.33447
503.0000	0.32731
502.0000	0.32111
501.0000	0.31553
500.0000	0.31089
499.0000	0.30633
498.0000	0.30181
497.0000	0.2981
496.0000	0.29401
495.0000	0.29041
494.0000	0.28634
493.0000	0.28216
492.0000	0.27752
491.0000	0.27273
490.0000	0.26725
489.0000	0.26161
488.0000	0.2561
487.0000	0.24997
486.0000	0.24374
485.0000	0.23687
484.0000	0.23041
483.0000	0.22377
482.0000	0.2172
481.0000	0.21023
480.0000	0.20388
479.0000	0.19771
478.0000	0.19159
477.0000	0.18562
476.0000	0.18032
475.0000	0.17513
474.0000	0.17053
473.0000	0.16591
472.0000	0.16194
471.0000	0.15795
470.0000	0.15454
469.0000	0.15177
468.0000	0.1487
467.0000	0.14607
466.0000	0.14373
465.0000	0.14135
464.0000	0.13916
463.0000	0.13729
462.0000	0.13567
461.0000	0.13412
460.0000	0.13223
459.0000	0.13093
458.0000	0.12959
457.0000	0.1283
456.0000	0.12726
455.0000	0.12597
454.0000	0.12455
453.0000	0.12329
452.0000	0.12199
451.0000	0.12082
450.0000	0.12017
449.0000	0.11941
448.0000	0.11834
447.0000	0.11738
446.0000	0.11668
445.0000	0.11569
444.0000	0.11501
443.0000	0.11443
442.0000	0.11374
441.0000	0.11341
440.0000	0.1128
439.0000	0.11243
438.0000	0.11199
437.0000	0.11167
436.0000	0.11145
435.0000	0.111
434.0000	0.11047
433.0000	0.11016
432.0000	0.10959
431.0000	0.10966
430.0000	0.10918
429.0000	0.109
428.0000	0.10926
427.0000	0.10931
426.0000	0.10949
425.0000	0.10975
424.0000	0.10913
423.0000	0.10939
422.0000	0.10918
421.0000	0.10883
420.0000	0.10998
419.0000	0.10971
418.0000	0.10988
417.0000	0.11017
416.0000	0.11046
415.0000	0.11083
414.0000	0.11087
413.0000	0.11099
412.0000	0.1111
411.0000	0.11131
410.0000	0.11137
409.0000	0.11118
408.0000	0.11134
407.0000	0.11146
406.0000	0.1115
405.0000	0.11183
404.0000	0.11171
403.0000	0.11212
402.0000	0.11211
401.0000	0.11229
400.0000	0.11242
