0,,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
557.0499878,165.2544098,557.0499878,112.6598129,557.0499878,83.21865082,557.0499878,68.60669708,557.0499878,56.88646317,557.0499878,42.31931305,557.0499878,28.07345581,557.0499878,14.80237103,557.0499878,6.27671957,557.0499878,3.307792187,557.0499878,2.131582022,557.0499878,0.9858238101,
557.9400024,158.2713165,557.9400024,108.7016983,557.9400024,82.43447113,557.9400024,67.55848694,557.9400024,56.00199127,557.9400024,42.05234146,557.9400024,27.13278008,557.9400024,14.91721344,557.9400024,5.553682327,557.9400024,3.11922574,557.9400024,1.903846145,557.9400024,1.13398993,
558.9699707,153.5027313,558.9699707,105.2277069,558.9699707,80.88542938,558.9699707,66.59104919,558.9699707,54.80595398,558.9699707,41.04751205,558.9699707,25.78301811,558.9699707,13.59372425,558.9699707,5.421150684,558.9699707,3.309328556,558.9699707,2.010107994,558.9699707,1.18469131,
560,149.905838,560,101.6309509,560,77.00398254,560,62.98057556,560,53.3940506,560,39.75697327,560,25.42338181,560,13.96058178,560,5.638681412,560,3.150164366,560,1.91835022,560,1.099340439,
561.039978,145.1415558,561.039978,99.57518768,561.039978,75.72117615,561.039978,61.89089584,561.039978,50.76812744,561.039978,38.69634247,561.039978,24.40959167,561.039978,12.8617363,561.039978,5.496939659,561.039978,2.965144873,561.039978,2.006648302,561.039978,1.056595087,
561.9400024,141.868515,561.9400024,97.59287262,561.9400024,73.30647278,561.9400024,58.58681488,561.9400024,48.97906876,561.9400024,37.03401566,561.9400024,23.97570229,561.9400024,12.74845028,561.9400024,4.79336977,561.9400024,2.962488413,561.9400024,1.69815743,561.9400024,1.025700569,
562.9799805,135.2810211,562.9799805,93.69676208,562.9799805,71.64043427,562.9799805,57.2202301,562.9799805,47.46158981,562.9799805,36.81251526,562.9799805,23.55722046,562.9799805,12.71360207,562.9799805,5.013467789,562.9799805,3.252449274,562.9799805,1.876622081,562.9799805,1.083491325,
564.0200195,133.3230743,564.0200195,90.30549622,564.0200195,68.76693726,564.0200195,55.95301437,564.0200195,46.52196884,564.0200195,36.05977631,564.0200195,23.02981567,564.0200195,12.25606823,564.0200195,4.76740551,564.0200195,2.62868309,564.0200195,1.708405375,564.0200195,1.199616075,
565.0700073,128.8896637,565.0700073,88.14700317,565.0700073,67.54624939,565.0700073,54.51885986,565.0700073,44.87728882,565.0700073,34.59718323,565.0700073,22.12158775,565.0700073,11.71065521,565.0700073,5.061122417,565.0700073,2.692276955,565.0700073,1.671354651,565.0700073,0.9547376633,
565.9699707,126.0579987,565.9699707,86.76160431,565.9699707,64.24278259,565.9699707,53.13443375,565.9699707,43.73614502,565.9699707,33.34876251,565.9699707,20.91333389,565.9699707,11.44865131,565.9699707,4.839767456,565.9699707,2.466942787,565.9699707,1.769769073,565.9699707,0.9888375401,
567.0100098,121.254715,567.0100098,82.57063293,567.0100098,62.78494644,567.0100098,50.55629349,567.0100098,43.1872406,567.0100098,31.90074539,567.0100098,20.02692032,567.0100098,11.05873108,567.0100098,4.366021633,567.0100098,2.59863472,567.0100098,1.550022483,567.0100098,1.028664231,
568.0499878,117.4103317,568.0499878,80.91847229,568.0499878,61.10570526,568.0499878,48.5277977,568.0499878,40.54932785,568.0499878,31.50594902,568.0499878,20.1138916,568.0499878,10.40618324,568.0499878,4.301932812,568.0499878,2.381944895,568.0499878,1.554094434,568.0499878,1.232149005,
568.9500122,113.1349945,568.9500122,78.58970642,568.9500122,60.41316986,568.9500122,48.05389404,568.9500122,39.73588943,568.9500122,30.32207298,568.9500122,18.93107033,568.9500122,10.36797237,568.9500122,4.232105732,568.9500122,2.533649921,568.9500122,1.669514656,568.9500122,1.082402945,
570,110.3978958,570,76.02615356,570,57.01842499,570,47.82650375,570,38.4450264,570,29.92689323,570,18.50411606,570,10.42485809,570,4.056106091,570,2.499903202,570,1.554383755,570,1.31953752,
571.0200195,104.5949936,571.0200195,73.95126343,571.0200195,54.38935089,571.0200195,45.44549942,571.0200195,38.30885315,571.0200195,27.99368286,571.0200195,17.88131142,571.0200195,9.994729042,571.0200195,4.194418907,571.0200195,2.45806551,571.0200195,1.339057088,571.0200195,0.8898269534,
572.0499878,102.7953491,572.0499878,71.2233429,572.0499878,53.22967911,572.0499878,44.49994278,572.0499878,35.97692871,572.0499878,27.46900177,572.0499878,17.2030201,572.0499878,9.57619381,572.0499878,4.029167175,572.0499878,2.438879251,572.0499878,1.535143137,572.0499878,1.01092577,
572.9400024,99.62966919,572.9400024,69.64594269,572.9400024,52.07614899,572.9400024,42.83583832,572.9400024,36.16918945,572.9400024,26.94862366,572.9400024,16.84963989,572.9400024,9.26033783,572.9400024,3.502869606,572.9400024,2.218412876,572.9400024,1.480049014,572.9400024,0.7793297768,
573.9699707,98.95522308,573.9699707,66.6312561,573.9699707,50.92798615,573.9699707,41.48174286,573.9699707,33.53858948,573.9699707,26.26278877,573.9699707,16.21055603,573.9699707,9.397640228,573.9699707,3.771239281,573.9699707,2.497452497,573.9699707,1.44541502,573.9699707,1.017781258,
575,93.96025085,575,65.25427246,575,49.05968857,575,40.21264648,575,33.25867081,575,25.54758835,575,15.58919716,575,8.967963219,575,3.659892797,575,2.080374479,575,1.658001423,575,1.004036307,
576.0200195,91.06737518,576.0200195,62.87430954,576.0200195,46.98869705,576.0200195,38.11113358,576.0200195,31.58280563,576.0200195,24.46718597,576.0200195,15.546772,576.0200195,8.265886307,576.0200195,3.852018356,576.0200195,2.084119081,576.0200195,1.543415666,576.0200195,0.9231386781,
577.0499878,90.41458893,577.0499878,60.01370239,577.0499878,45.95099258,577.0499878,37.87893677,577.0499878,30.3691597,577.0499878,23.36847687,577.0499878,14.37613392,577.0499878,8.395738602,577.0499878,3.453321457,577.0499878,1.981981993,577.0499878,1.279979825,577.0499878,0.8961794972,
577.9400024,86.57669067,577.9400024,57.15213394,577.9400024,44.78600693,577.9400024,36.45306778,577.9400024,30.50556946,577.9400024,23.85139275,577.9400024,14.7644062,577.9400024,8.342168808,577.9400024,3.242392778,577.9400024,1.868313432,577.9400024,1.190971375,577.9400024,1.036122084,
578.9699707,84.03678894,578.9699707,55.92492676,578.9699707,42.91836929,578.9699707,34.79256821,578.9699707,30.04241371,578.9699707,22.32922935,578.9699707,14.39771652,578.9699707,8.064191818,578.9699707,3.288818121,578.9699707,2.010050297,578.9699707,1.277786851,578.9699707,0.7973527908,
580,81.53141022,580,54.78117371,580,42.46483994,580,33.57062149,580,28.1654644,580,21.2525959,580,14.10633373,580,7.43568325,580,2.923918486,580,1.683670402,580,1.174398065,580,0.7400050759,
581.039978,77.44493866,581.039978,54.08341599,581.039978,40.91249847,581.039978,32.58398438,581.039978,27.96850777,581.039978,20.87362862,581.039978,13.19576836,581.039978,7.232606888,581.039978,2.776410341,581.039978,1.848134995,581.039978,1.241887689,581.039978,0.7270869017,
581.9400024,75.19044495,581.9400024,51.64492798,581.9400024,39.91530991,581.9400024,32.48355103,581.9400024,26.66326141,581.9400024,20.82546806,581.9400024,12.75445747,581.9400024,7.225811481,581.9400024,3.050628424,581.9400024,1.885706306,581.9400024,1.251059294,581.9400024,0.8107795119,
582.9799805,71.72203064,582.9799805,50.75714493,582.9799805,38.56561661,582.9799805,31.25305557,582.9799805,26.45145607,582.9799805,19.70392609,582.9799805,12.62576389,582.9799805,7.029912472,582.9799805,2.740004063,582.9799805,1.85738349,582.9799805,1.115896583,582.9799805,0.8023648262,
584.0200195,71.75183868,584.0200195,48.74229431,584.0200195,37.17602921,584.0200195,30.13698578,584.0200195,25.33243942,584.0200195,19.87390327,584.0200195,12.19535637,584.0200195,7.009345531,584.0200195,2.719764948,584.0200195,1.798636436,584.0200195,1.15141046,584.0200195,0.7284298539,
585.0700073,69.27810669,585.0700073,47.18891525,585.0700073,35.33048248,585.0700073,29.09399796,585.0700073,24.16777039,585.0700073,18.97367859,585.0700073,11.95445538,585.0700073,6.8199296,585.0700073,3.099173546,585.0700073,1.617261291,585.0700073,1.199488759,585.0700073,0.7774538398,
585.9699707,66.67596436,585.9699707,46.41537857,585.9699707,34.65920639,585.9699707,28.19265938,585.9699707,23.88241386,585.9699707,17.77013397,585.9699707,11.39140892,585.9699707,6.3098526,585.9699707,2.728841543,585.9699707,1.530430436,585.9699707,1.246960521,585.9699707,0.6343416572,
587.0100098,65.68460846,587.0100098,44.29999161,587.0100098,34.79462814,587.0100098,27.7426281,587.0100098,23.33753204,587.0100098,17.25561142,587.0100098,10.80909824,587.0100098,6.078655243,587.0100098,2.733485222,587.0100098,1.526810765,587.0100098,0.9717351794,587.0100098,0.8780487776,
588.0499878,63.30143738,588.0499878,43.00554657,588.0499878,32.55044174,588.0499878,26.89500999,588.0499878,22.29523087,588.0499878,16.70815468,588.0499878,11.03787518,588.0499878,5.974273682,588.0499878,2.528199196,588.0499878,1.506407142,588.0499878,1.073772073,588.0499878,0.7089388967,
588.9500122,60.35395813,588.9500122,43.02227402,588.9500122,32.61891937,588.9500122,25.98129082,588.9500122,22.26534271,588.9500122,15.9274435,588.9500122,10.04205608,588.9500122,5.620718002,588.9500122,2.500655413,588.9500122,1.579255223,588.9500122,1.094309568,588.9500122,0.8984905481,
590,59.04579926,590,40.85422134,590,31.13105583,590,26.11211014,590,20.40119743,590,15.80389023,590,9.86952877,590,5.694483757,590,2.194239616,590,1.35264945,590,1.151211619,590,0.6664255261,
591.0200195,58.08376312,591.0200195,39.05909729,591.0200195,30.75514793,591.0200195,24.04628563,591.0200195,19.75894165,591.0200195,15.42498207,591.0200195,9.995940208,591.0200195,5.7015028,591.0200195,2.202468395,591.0200195,1.636352181,591.0200195,1.05456388,591.0200195,0.6577242613,
592.0499878,55.82294464,592.0499878,39.22088242,592.0499878,29.75111008,592.0499878,24.07514,592.0499878,19.00680923,592.0499878,14.65324593,592.0499878,9.523040771,592.0499878,5.041817188,592.0499878,2.34642458,592.0499878,1.430184484,592.0499878,1.170322299,592.0499878,0.644446671,
592.9400024,53.48356628,592.9400024,37.16875076,592.9400024,27.9752121,592.9400024,23.37491608,592.9400024,18.99944115,592.9400024,14.57480145,592.9400024,9.584536552,592.9400024,5.001800537,592.9400024,2.210450888,592.9400024,1.224112988,592.9400024,0.821709156,592.9400024,0.6809735894,
593.9699707,52.25039673,593.9699707,35.99184418,593.9699707,26.99292564,593.9699707,22.92703056,593.9699707,19.11820412,593.9699707,14.02620411,593.9699707,9.056743622,593.9699707,4.835348129,593.9699707,2.145097494,593.9699707,1.427928686,593.9699707,0.8356773257,593.9699707,0.6965867281,
595,50.46216583,595,35.091362,595,26.95369339,595,21.26187706,595,18.08638191,595,13.55194283,595,8.837964058,595,4.82340765,595,2.076266766,595,1.23267138,595,1.158885121,595,0.7599391937,
596.0200195,50.10105896,596.0200195,34.39122009,596.0200195,26.36883736,596.0200195,21.86623955,596.0200195,17.47134781,596.0200195,13.45646477,596.0200195,8.205711365,596.0200195,4.2020154,596.0200195,1.979460716,596.0200195,1.46230185,596.0200195,0.9491230845,596.0200195,0.6740548611,
597.0499878,46.97426605,597.0499878,32.75812912,597.0499878,25.45050812,597.0499878,20.15760422,597.0499878,16.64654732,597.0499878,13.04968548,597.0499878,8.749902725,597.0499878,4.210734367,597.0499878,2.176278591,597.0499878,1.311576605,597.0499878,0.7754342556,597.0499878,0.6394605041,
597.9400024,45.68989182,597.9400024,32.24059296,597.9400024,24.05016518,597.9400024,19.13645744,597.9400024,16.34697914,597.9400024,11.93654823,597.9400024,7.660848141,597.9400024,4.503347874,597.9400024,1.77645576,597.9400024,1.248488903,597.9400024,0.6788308024,597.9400024,0.6176406145,
598.9699707,44.10025787,598.9699707,31.46544838,598.9699707,23.5702858,598.9699707,19.55785561,598.9699707,16.49025345,598.9699707,12.54639721,598.9699707,7.418397903,598.9699707,4.414206505,598.9699707,1.90994215,598.9699707,1.214897394,598.9699707,0.9448755383,598.9699707,0.6443947554,
600,43.46073151,600,30.23067665,600,22.18855286,600,18.47814941,600,15.39656639,600,11.89165401,600,7.751630783,600,4.198684692,600,1.947055817,600,1.088721156,600,0.7687017322,600,0.491189301,
601.0100098,42.57943726,601.0100098,28.91971779,601.0100098,22.87478256,601.0100098,17.84155846,601.0100098,14.81279373,601.0100098,11.69707394,601.0100098,7.275402546,601.0100098,4.055909157,601.0100098,1.783591032,601.0100098,0.9424692988,601.0100098,0.8234325051,601.0100098,0.668407321,
602.0200195,41.18002701,602.0200195,28.27893639,602.0200195,21.45947266,602.0200195,16.73448181,602.0200195,14.86187267,602.0200195,11.4854517,602.0200195,7.189795017,602.0200195,4.056168079,602.0200195,1.814917803,602.0200195,1.141618848,602.0200195,0.8522614241,602.0200195,0.6149178743,
603.039978,39.21371841,603.039978,27.44660568,603.039978,21.1328125,603.039978,16.03705025,603.039978,14.28838825,603.039978,10.28399658,603.039978,6.526890755,603.039978,3.858494759,603.039978,1.820628524,603.039978,1.043040156,603.039978,0.8390463591,603.039978,0.6909726858,
604.0499878,38.39394379,604.0499878,25.82777405,604.0499878,20.1917038,604.0499878,16.24288177,604.0499878,13.74392891,604.0499878,10.33659172,604.0499878,6.605387688,604.0499878,3.95606184,604.0499878,1.53562057,604.0499878,1.028088212,604.0499878,0.8028982282,604.0499878,0.6635966897,
605.0700073,37.6568222,605.0700073,25.12889099,605.0700073,18.74764061,605.0700073,16.19913101,605.0700073,13.40654182,605.0700073,9.810506821,605.0700073,6.369426727,605.0700073,3.362095594,605.0700073,1.715993047,605.0700073,1.069130778,605.0700073,0.7138749361,605.0700073,0.5317996144,
605.9400024,36.27541351,605.9400024,24.79644012,605.9400024,19.49154282,605.9400024,15.78771305,605.9400024,12.81745052,605.9400024,9.742120743,605.9400024,6.661893845,605.9400024,3.541841984,605.9400024,1.59879005,605.9400024,0.9605186582,605.9400024,0.8314237595,605.9400024,0.6943893433,
606.9500122,34.67047882,606.9500122,23.96588898,606.9500122,18.95390701,606.9500122,14.65124512,606.9500122,12.21228695,606.9500122,9.417791367,606.9500122,6.059652328,606.9500122,3.426073551,606.9500122,1.460341215,606.9500122,0.9954327345,606.9500122,0.4833544791,606.9500122,0.5238661766,
607.9699707,33.70439529,607.9699707,23.29310989,607.9699707,17.56176949,607.9699707,14.45773602,607.9699707,11.88275146,607.9699707,9.606363297,607.9699707,5.802390575,607.9699707,3.180812359,607.9699707,1.389280438,607.9699707,0.9687380195,607.9699707,0.7844715118,607.9699707,0.8412113786,
608.9799805,32.69927979,608.9799805,22.58996582,608.9799805,16.96080208,608.9799805,13.14459133,608.9799805,11.82793522,608.9799805,8.694095612,608.9799805,5.563934326,608.9799805,2.80442214,608.9799805,1.469110012,608.9799805,1.084243655,608.9799805,0.7424500585,608.9799805,0.6473932266,
610,31.0092411,610,21.71630096,610,15.98064804,610,13.60720921,610,10.74967957,610,8.386966705,610,5.509529114,610,3.276951313,610,1.307655692,610,0.8549270034,610,0.7459076047,610,0.484261483,
611.0200195,30.98597145,611.0200195,21.25942421,611.0200195,16.41626167,611.0200195,13.17809582,611.0200195,10.70987797,611.0200195,8.0108881,611.0200195,5.338078499,611.0200195,2.889509678,611.0200195,1.358309984,611.0200195,0.8533311486,611.0200195,0.6270821095,611.0200195,0.4111842215,
612.0499878,29.68313026,612.0499878,21.35446167,612.0499878,15.46484756,612.0499878,13.05517673,612.0499878,10.67134953,612.0499878,7.706264496,612.0499878,5.127887249,612.0499878,3.057037354,612.0499878,1.311282873,612.0499878,0.84166646,612.0499878,0.6814036965,612.0499878,0.5011661649,
612.9400024,28.84420967,612.9400024,19.39474487,612.9400024,14.8493433,612.9400024,12.31170082,612.9400024,10.54935551,612.9400024,7.911359787,612.9400024,5.176722527,612.9400024,2.74437809,612.9400024,1.372157335,612.9400024,0.8368201256,612.9400024,0.6988120079,612.9400024,0.3345534801,
613.9699707,28.08224678,613.9699707,19.52521515,613.9699707,14.27241707,613.9699707,11.76615047,613.9699707,9.97565937,613.9699707,7.734762192,613.9699707,4.815947533,613.9699707,3.020113945,613.9699707,1.132075429,613.9699707,0.8912655711,613.9699707,0.4889676869,613.9699707,0.4754829109,
615,27.11857414,615,18.52663231,615,14.40320969,615,11.7939539,615,9.1569767,615,7.288571835,615,4.360097408,615,2.636998892,615,1.458009362,615,0.7118017077,615,0.8394627571,615,0.3691685796,
616.0200195,26.33423424,616.0200195,18.28078651,616.0200195,13.63599777,616.0200195,11.13560581,616.0200195,9.258885384,616.0200195,7.045009613,616.0200195,4.718338013,616.0200195,2.581077337,616.0200195,1.16815722,616.0200195,0.9517577887,616.0200195,0.7052454948,616.0200195,0.5076836348,
617.0499878,24.73416519,617.0499878,17.6830616,617.0499878,12.97237492,617.0499878,10.9942255,617.0499878,8.224759102,617.0499878,6.597031593,617.0499878,4.372050285,617.0499878,2.459524393,617.0499878,1.272855759,617.0499878,0.7318761945,617.0499878,0.5800811648,617.0499878,0.5064375997,
617.9400024,25.58247566,617.9400024,17.24750328,617.9400024,13.30857372,617.9400024,10.86702251,617.9400024,9.200127602,617.9400024,6.343657017,617.9400024,4.559830666,617.9400024,2.357042313,617.9400024,1.114228249,617.9400024,1.004451036,617.9400024,0.5267415643,617.9400024,0.3837372065,
618.9699707,23.69353294,618.9699707,16.15029526,618.9699707,12.53552341,618.9699707,10.13774967,618.9699707,8.576057434,618.9699707,6.082394123,618.9699707,4.170930862,618.9699707,2.459536552,618.9699707,1.064332962,618.9699707,0.8073940277,618.9699707,0.5304637551,618.9699707,0.5435310602,
620,23.18794441,620,16.29568291,620,12.21716785,620,10.2897768,620,7.918997765,620,6.481851101,620,3.985659599,620,2.403846264,620,1.096972346,620,0.7159192562,620,0.5796521902,620,0.3271495402,
621.0200195,21.87756538,621.0200195,15.98820305,621.0200195,11.94070816,621.0200195,9.228475571,621.0200195,7.913013935,621.0200195,6.233555794,621.0200195,3.895163298,621.0200195,2.100597382,621.0200195,0.9583932161,621.0200195,0.3955461383,621.0200195,0.5582360029,621.0200195,0.276226759,
622.0499878,22.17045593,622.0499878,15.31667709,622.0499878,11.35896206,622.0499878,9.589612961,622.0499878,7.356567383,622.0499878,5.946707249,622.0499878,3.733701944,622.0499878,2.044827461,622.0499878,0.9350163937,622.0499878,0.8311204314,622.0499878,0.5126207471,622.0499878,0.4525065124,
622.9400024,21.07522583,622.9400024,14.75746918,622.9400024,11.284235,622.9400024,8.994156837,622.9400024,7.31816721,622.9400024,5.71889019,622.9400024,3.627569437,622.9400024,2.126762629,622.9400024,0.9130524993,622.9400024,0.6115273237,622.9400024,0.470026046,622.9400024,0.2609603405,
623.9699707,20.82963753,623.9699707,14.45944023,623.9699707,11.2993269,623.9699707,8.554566383,623.9699707,6.825588703,623.9699707,5.789908886,623.9699707,3.545665741,623.9699707,2.06643486,623.9699707,0.8892753124,623.9699707,0.6863417625,623.9699707,0.4218600094,623.9699707,0.4300486743,
625,20.01674843,625,13.90806675,625,11.03544998,625,8.052960396,625,7.41864109,625,4.837414742,625,3.537188768,625,1.744681716,625,0.8253149986,625,0.6901583672,625,0.4190556109,625,0.2991981506,
626.0200195,19.05271721,626.0200195,12.98265743,626.0200195,10.54481506,626.0200195,8.245552063,626.0200195,6.444076538,626.0200195,5.272881031,626.0200195,3.240695238,626.0200195,1.958015561,626.0200195,0.851367116,626.0200195,0.5394713283,626.0200195,0.4789455533,626.0200195,0.4949221015,
627.0499878,18.61358261,627.0499878,12.52278709,627.0499878,9.573706627,627.0499878,8.204351425,627.0499878,6.306230545,627.0499878,4.876643658,627.0499878,3.401959181,627.0499878,1.709771276,627.0499878,0.8735531569,627.0499878,0.5724437833,627.0499878,0.5070499778,627.0499878,0.4045541286,
627.9400024,18.03062439,627.9400024,12.5655241,627.9400024,9.961640358,627.9400024,8.056577682,627.9400024,6.626798153,627.9400024,4.393774986,627.9400024,3.108205795,627.9400024,1.76121068,627.9400024,0.8092851043,627.9400024,0.5628991127,627.9400024,0.3741777837,627.9400024,0.4513166845,
628.9699707,17.59407425,628.9699707,12.43800926,628.9699707,9.054443359,628.9699707,7.665817261,628.9699707,6.402248383,628.9699707,4.453155994,628.9699707,2.927179098,628.9699707,1.751796126,628.9699707,0.6918162107,628.9699707,0.5268810987,628.9699707,0.3680031002,628.9699707,0.277777791,
630,17.0543251,630,12.01588821,630,9.248051643,630,7.013082027,630,6.012800217,630,4.492079735,630,2.956350327,630,1.604174733,630,0.6813676953,630,0.5801473856,630,0.3915963471,630,0.3042808473,
631.0100098,16.96124649,631.0100098,11.45497608,631.0100098,8.880195618,631.0100098,7.041286469,631.0100098,5.775379658,631.0100098,4.18611145,631.0100098,2.843429804,631.0100098,1.415384531,631.0100098,0.8096131086,631.0100098,0.6173434854,631.0100098,0.5337023139,631.0100098,0.2977371812,
632.0200195,15.81626225,632.0200195,10.95277786,632.0200195,8.422570229,632.0200195,6.972928524,632.0200195,5.5973382,632.0200195,4.080522537,632.0200195,2.798729658,632.0200195,1.654243708,632.0200195,0.5811040998,632.0200195,0.576428175,632.0200195,0.3723956645,632.0200195,0.2586549819,
633.039978,16.02944183,633.039978,10.67350769,633.039978,8.733453751,633.039978,6.54502964,633.039978,5.498099327,633.039978,4.055068016,633.039978,2.617445707,633.039978,1.403439403,633.039978,0.7722478509,633.039978,0.5427135825,633.039978,0.3650301099,633.039978,0.4308576286,
634.0499878,14.70474434,634.0499878,10.90550613,634.0499878,7.902688503,634.0499878,6.363744259,634.0499878,5.142730713,634.0499878,3.990778685,634.0499878,2.733539343,634.0499878,1.38428545,634.0499878,0.5203434229,634.0499878,0.439630717,634.0499878,0.3599352241,634.0499878,0.3379587531,
635.0700073,14.62572575,635.0700073,10.70061684,635.0700073,7.716992855,635.0700073,6.674060822,635.0700073,5.272407532,635.0700073,3.885205984,635.0700073,2.34201169,635.0700073,1.378642321,635.0700073,0.8491646647,635.0700073,0.3303328156,635.0700073,0.4297966361,635.0700073,0.4081077278,
635.9400024,14.01605701,635.9400024,10.31153584,635.9400024,7.649527073,635.9400024,6.248197556,635.9400024,4.441109657,635.9400024,3.863541365,635.9400024,2.165792465,635.9400024,1.285998106,635.9400024,0.6432807446,635.9400024,0.5316523314,635.9400024,0.5223506093,635.9400024,0.4572473764,
636.9500122,13.79636478,636.9500122,9.738518715,636.9500122,7.532057762,636.9500122,5.817532063,636.9500122,4.572162151,636.9500122,3.753554583,636.9500122,2.309286594,636.9500122,1.293635726,636.9500122,0.4680599868,636.9500122,0.3108486235,636.9500122,0.4441697896,636.9500122,0.3193740249,
637.9699707,13.58700943,637.9699707,9.009708405,637.9699707,7.355026722,637.9699707,5.594109535,637.9699707,4.671892643,637.9699707,3.456289768,637.9699707,2.241467237,637.9699707,1.404043674,637.9699707,0.7636577487,637.9699707,0.4247401059,637.9699707,0.3114112914,637.9699707,0.1715690941,
638.9799805,13.10412598,638.9799805,8.961415291,638.9799805,6.788711071,638.9799805,5.737884045,638.9799805,4.355844975,638.9799805,3.348881721,638.9799805,1.980708003,638.9799805,1.225884199,638.9799805,0.6200708747,638.9799805,0.473056376,638.9799805,0.3562099338,638.9799805,0.2909006178,
640,12.15876579,640,8.755750656,640,6.787561893,640,5.426729202,640,4.34034729,640,3.117437124,640,2.155423403,640,1.085383415,640,0.4473924935,640,0.3680173457,640,0.29744789,640,0.3589232266,
641.0100098,12.18113518,641.0100098,8.777799606,641.0100098,6.873736858,641.0100098,5.128205299,641.0100098,4.531448364,641.0100098,3.452017069,641.0100098,1.975890279,641.0100098,1.074446678,641.0100098,0.6296733618,641.0100098,0.4808524549,641.0100098,0.327868849,641.0100098,0.1542317271,
642.0200195,11.50515461,642.0200195,8.482865334,642.0200195,6.360552311,642.0200195,5.204866409,642.0200195,4.047712326,642.0200195,2.973435879,642.0200195,1.863821983,642.0200195,1.407569647,642.0200195,0.3666436076,642.0200195,0.3016266227,642.0200195,0.3760969639,642.0200195,0.3720675409,
643.039978,11.04940128,643.039978,8.087479591,643.039978,5.913915157,643.039978,4.911323547,643.039978,4.030247688,643.039978,3.131461143,643.039978,2.096720934,643.039978,1.028013468,643.039978,0.5286594629,643.039978,0.4407404363,643.039978,0.1630988866,643.039978,0.3730183542,
644.0499878,10.81834602,644.0499878,7.406218052,644.0499878,5.900785446,644.0499878,4.592834949,644.0499878,3.764243841,644.0499878,2.759982347,644.0499878,1.688948631,644.0499878,1.012263894,644.0499878,0.5641254783,644.0499878,0.4701169133,644.0499878,0.3824660778,644.0499878,0.2842308581,
645.0700073,10.94393921,645.0700073,7.398073196,645.0700073,5.37409687,645.0700073,4.595511913,645.0700073,3.573014736,645.0700073,2.982680082,645.0700073,1.665596366,645.0700073,0.8649854064,645.0700073,0.552115798,645.0700073,0.2241467088,645.0700073,0.3728121817,645.0700073,0.2445635647,
645.9400024,10.15168667,645.9400024,7.406837463,645.9400024,5.686270714,645.9400024,4.37658596,645.9400024,3.377804518,645.9400024,2.675518036,645.9400024,1.880602717,645.9400024,0.9316644073,645.9400024,0.4944913685,645.9400024,0.4878810346,645.9400024,0.3056358993,645.9400024,0.2858395278,
646.9500122,10.06065369,646.9500122,7.170218945,646.9500122,5.187239647,646.9500122,4.26967144,646.9500122,3.413514137,646.9500122,2.486131191,646.9500122,1.777812123,646.9500122,0.9491708875,646.9500122,0.5227076411,646.9500122,0.6049972773,646.9500122,0.2937658429,646.9500122,0.1558391005,
647.9699707,9.449007034,647.9699707,7.352105141,647.9699707,5.259605885,647.9699707,4.250567913,647.9699707,3.493416309,647.9699707,2.451327801,647.9699707,1.507173777,647.9699707,0.9062075615,647.9699707,0.394461751,647.9699707,0.4370538592,647.9699707,0.3121037781,647.9699707,0.2042233348,
648.9799805,9.893514633,648.9799805,6.48831892,648.9799805,5.067674637,648.9799805,3.908885241,648.9799805,3.275806904,648.9799805,2.549580574,648.9799805,1.51858747,648.9799805,0.9859263897,648.9799805,0.4406950176,648.9799805,0.4589627385,648.9799805,0.3763249815,648.9799805,0.2035623491,
650,9.775532722,650,6.464188576,650,5.00620842,650,3.949179411,650,3.386386633,650,2.344595432,650,1.633723259,650,0.7975296974,650,0.3495620489,650,0.3058291078,650,0.4557162821,650,0.3410230577,

0,
Sample 4
Collection Time: 13/05/2024 10:26:22
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications
Continuum name changed to '0'

1,
1
