2.5
260	  -0.02176
259	  -0.02176
258	  -0.02181
257	  -0.02178
256	  -0.02177
255	  -0.02176
254	  -0.02172
253	  -0.02172
252	  -0.02174
251	  -0.02176
250	  -0.02178
249	  -0.02182
248	  -0.02181
247	  -0.02180
246	  -0.02178
245	  -0.02174
244	  -0.02184
243	  -0.02185
242	  -0.02187
241	  -0.02199
240	  -0.02191
239	  -0.02188
238	  -0.02196
237	  -0.02203
236	  -0.02205
235	  -0.02232
234	  -0.02242
233	  -0.02215
232	  -0.02235
231	  -0.02245
230	  -0.02252
229	  -0.02297
228	  -0.02274
227	  -0.02326
226	  -0.02301
225	  -0.02259
224	  -0.02347
223	  -0.02349
222	  -0.02346
221	  -0.02308
220	  -0.02388
219	  -0.02364
218	  -0.02430
217	  -0.02386
216	  -0.02428
215	  -0.02446
214	  -0.02557
213	  -0.02575
212	  -0.02591
211	  -0.02419
210	  -0.02450
209	  -0.02175
208	  -0.01678
207	  -0.01845
206	  -0.01305
205	  -0.02397
204	  -0.02531
203	  -0.02429
202	  -0.02324
201	  -0.01999
