0bisM
260	  -0.02178
259	  -0.02166
258	  -0.02175
257	  -0.02167
256	  -0.02157
255	  -0.02160
254	  -0.02161
253	  -0.02151
252	  -0.02164
251	  -0.02159
250	  -0.02158
249	  -0.02153
248	  -0.02169
247	  -0.02157
246	  -0.02171
245	  -0.02157
244	  -0.02156
243	  -0.02175
242	  -0.02184
241	  -0.02187
240	  -0.02190
239	  -0.02203
238	  -0.02203
237	  -0.02209
236	  -0.02216
235	  -0.02222
234	  -0.02230
233	  -0.02229
232	  -0.02268
231	  -0.02264
230	  -0.02285
229	  -0.02313
228	  -0.02338
227	  -0.02344
226	  -0.02391
225	  -0.02419
224	  -0.02406
223	  -0.02419
222	  -0.02427
221	  -0.02442
220	  -0.02445
219	  -0.02441
218	  -0.02450
217	  -0.02488
216	  -0.02460
215	  -0.02502
214	  -0.02490
213	  -0.02487
212	  -0.02521
211	  -0.02416
210	  -0.02483
209	  -0.02522
208	  -0.02462
207	  -0.02387
206	  -0.02384
205	  -0.02300
204	  -0.02248
203	  -0.02298
202	  -0.02057
201	  -0.02226
