GuHCl target (M),Mean molar ellipticity 224-226,Std ellipticity 224-226,Mean molar ellipticity 227-229,Std ellipticity 227-229,Mean molar ellipticity 224-229,Std ellipticity 224-229
0.0,-0.0005979563270710333,3.539216030422375e-05,-0.0004118843075234333,4.1529801191012e-05,-0.0005049203172972333,0.00010760004970604181
1.0,-0.0005734014163942,5.613290871009386e-05,-0.0004331449548301,2.6194144734228248e-05,-0.00050327318561215,8.623443144469575e-05
2.0,-0.0002839326963963,2.181146079189641e-05,-0.00016077314461830002,6.053635977646137e-05,-0.0002223529205073,7.878222406731102e-05
2.5,-0.0003116657539928333,0.00010997873787797328,-0.0003033368989957,6.51090626577672e-05,-0.0003075013264942667,8.096058348252553e-05
3.0,-0.00022011647605413333,5.1321096984189064e-05,-0.0001567015701401,1.986869255481838e-05,-0.00018840902309711664,4.917197436980829e-05
4.0,-0.00011417424781910676,4.860279868713304e-05,-0.00010257454194489416,5.180262612640413e-05,-0.00010837439488200047,4.5372498260907657e-05
5.0,-8.41374759126956e-05,6.351054986019962e-05,9.918645534429677e-06,1.480999828267153e-06,-3.710941518913296e-05,6.533207111455602e-05
