Distance_(microns),Gray_Value
0.0000,31.000
0.6067,31.909
1.2133,30.635
1.8200,31.784
2.4266,30.538
3.0333,31.180
3.6399,29.696
4.2466,29.807
4.8532,31.373
5.4599,31.080
6.0665,31.558
6.6732,31.913
7.2799,36.586
7.8865,46.406
8.4932,82.719
9.0998,53.598
9.7065,176.391
10.3131,163.300
10.9198,345.925
11.5264,377.228
12.1331,188.516
12.7397,155.631
13.3464,136.567
13.9531,58.252
14.5597,69.432
15.1664,40.087
15.7730,44.938
16.3797,59.080
16.9863,55.354
17.5930,189.656
18.1996,33.827
18.8063,97.285
19.4129,145.645
20.0196,245.388
20.6262,229.061
21.2329,233.318
21.8396,207.225
22.4462,117.677
23.0529,47.552
23.6595,31.891
24.2662,36.609
24.8728,37.993
25.4795,30.799
26.0861,30.372
26.6928,31.025
27.2994,31.971
27.9061,30.192
28.5128,31.440
29.1194,31.112
29.7261,32.355
30.3327,32.230
30.9394,31.990
31.5460,31.750
32.1527,30.630
32.7593,33.148
33.3660,44.997
33.9726,29.544
34.5793,31.142
35.1860,29.879
35.7926,31.924
36.3993,29.744
37.0059,31.448
37.6126,30.394
38.2192,63.829
38.8259,36.627
39.4325,31.328
40.0392,31.268
40.6458,37.839
41.2525,31.283
41.8592,31.768
42.4658,32.401
43.0725,46.534
43.6791,70.994
44.2858,31.806
44.8924,30.208
45.4991,50.448
46.1057,83.688
46.7124,66.513
47.3190,55.312
47.9257,41.905
48.5324,124.757
49.1390,259.278
49.7457,262.901
50.3523,154.474
50.9590,61.534
51.5656,40.565
52.1723,30.555
52.7789,30.185
53.3856,30.953
53.9922,29.769
54.5989,42.902
55.2056,31.797
55.8122,32.331
56.4189,30.602
57.0255,31.338
57.6322,54.320
58.2388,39.533
58.8455,39.913
59.4521,49.277
60.0588,30.745
60.6654,31.464
61.2721,31.758
61.8787,32.476
62.4854,53.766
63.0921,30.000
